Venue,Review ID,review,N/C,Tone,Annotated By,Date,Journal name,ESI,Article title,Review URL
,,"The paper is not well written. It most presents itself as a long line of known definitions and theorems,but I am no expert in these matters.",3,2,Rahul ,16/11/2022,,,,
,,"I'm sorry, this topic is just not very interesting",1,1,Rahul ,16/11/2022,,,,
,,The work that this group does is a disgrace to science,1,1,Rahul ,16/11/2022,,,,
,,"I have started reading this paper with great interest, but as I progressed in reading my interest has decreased significantly.",2,2,Rahul ,16/11/2022,,,,
,,"Given the way the paper was structured, I felt I had to read most of it.",2,2,Rahul ,16/11/2022,,,,
,,You're really funny.,1,2,Rahul ,16/11/2022,,,,
,,"For a section on thought, very little seems to have gone into it.",2,2,Rahul ,16/11/2022,,,,
,,"I also do not feel that the lead PI is qualified to undertake this work, or more accurately, that she should undertake this work;",2,2,Rahul ,16/11/2022,,,,
,,"The figure is really not needed. Were I to be shown this by a psychologist, I suspect I would hire a replacement",2,2,Rahul ,16/11/2022,,,,
,,The analyses are too statistic,3,3,Rahul ,16/11/2022,,,,
,,"So the paper, which I was initially excited to read, ended up just making me mad.",2,2,Rahul ,16/11/2022,,,,
,,"Comment 19
 
 
 I am not sure why there is a full section about limitations, this in itself says a lot about the study.",3,4,Rahul ,16/11/2022,,,,
,,Despite all my efforts I failed to understand what the actual focus of this paper is,2,2,Rahul ,16/11/2022,,,,
,,The findings are not novel and the solution induces despair.,2,3,Rahul ,16/11/2022,,,,
,,"It is early in the year, but difficult to imagine any paper overtaking this one for lack of imagination, logic, or data—it is beyond redemption",2,2,Rahul ,16/11/2022,,,,
,,I've never read anything like it & I do not mean it as a compliment,2,2,Rahul ,16/11/2022,,,,
,,It amounts to story-telling,1,1,Rahul ,16/11/2022,,,,
,,We regret that some of the remarks made by Referee 1 were not edited before being sent to you.,1,4,Rahul ,16/11/2022,,,,
,,"The enormous and overwhelming -not to say pathetic- admiration, even adoration of the author for her subject is barely acceptable anymore for a modern biography.",1,1,Rahul ,16/11/2022,,,,
,,Was the white noise random?,3,3,Rahul ,16/11/2022,,,,
,,"I recommend acceptance, provided the editors are willing to stretch the standards for publication a bit",2,3,Rahul ,16/11/2022,,,,
,,To me the question is uninteresting,2,2,Rahul ,16/11/2022,,,,
,,"In the course of this paper many stones were thrown but, unfortunately, no birds were harmed.",2,1,Rahul ,16/11/2022,,,,
,,The journal editor stated that our manuscript was rejected. We were shocked that the reviewer’s comments read “fuck you” (handwritten on a torn strip of paper scotch-taped to the editor’s letter to us),1,1,Rahul ,16/11/2022,,,,
,,"The research team cooked up a great filet mignon. Instead of mushrooms and an exquisite French sauce, we got American ketchup.",1,1,Rahul ,16/11/2022,,,,
,,The peaceful atmosphere between Christmas and New Year was transiently disrupted by reading this manuscript.,1,1,Rahul ,16/11/2022,,,,
,,I want to vomit,1,1,Rahul ,16/11/2022,,,,
,,This is not a paper. This is part of … something. It cannot be reviewed and should be rejected right on.,2,2,Rahul ,16/11/2022,,,,
,,The writing and data presentation are so bad that I had to leave work and go home early and then spend time to wonder what life is about.,3,2,Rahul ,16/11/2022,,,,
,,It reads like papers often do when they are written in LaTeX. Reject.,2,2,Rahul ,16/11/2022,,,,
,,"Overally speaking, the manuscript is well written.",3,3,Rahul ,16/11/2022,,,,
,,Unless the authors performed some clever pagan ritual before euthanizing the animals I would use 'killed' (or 'euthanized') instead of 'sacrificed,3,1,Rahul ,16/11/2022,,,,
,,I started to review this but could not get much past the abstract,3,2,Rahul ,16/11/2022,,,,
,,"I found the use of the evolutionary theory problematic. This is a highly contested theory and the authors did not strongly justify their decision to use it, nor attend to some of the major flaws of the theory.",4,3,Rahul ,16/11/2022,,,,
,,Didn't like this one,2,2,Rahul ,16/11/2022,,,,
,,They show they can account for 20% of the variance. No wonder. The usually accepted level is 50% to be useful.,3,3,Rahul ,16/11/2022,,,,
,,"The authors use a log transformation, which is statistical machination, intended to deceive",3,4,Rahul ,16/11/2022,,,,
,,"I have read this paper several times through, and I have nothing to say in its defense.",2,2,Rahul ,16/11/2022,,,,
,,What is a 'systematic' review? I have never heard of an unsystematic review.,2,2,Rahul ,16/11/2022,,,,
,,"You aimed for the bare minimum, and missed!",1,2,Rahul ,16/11/2022,,,,
,,This article reads like the work of a reasonably competent undergraduate.,2,2,Rahul ,16/11/2022,,,,
,,This looks like a very early draft,2,3,Rahul ,16/11/2022,,,,
,,The writing is often arrestingly pedestrian,3,2,Rahul ,16/11/2022,,,,
,,"presumptuous, ignorant and downright dangerous.",2,2,Rahul ,16/11/2022,,,,
,,"This paper reads like a woman's diary, not like a scientific piece of work",2,1,Rahul ,16/11/2022,,,,
,,"Limited scholarship, flawed design, and faulty logic engender no enthusiasm whatsoever",4,3,Rahul ,16/11/2022,,,,
,,If you want to solve a puzzle you could just do sudoku.,1,2,Rahul ,16/11/2022,,,,
,,Find your inner nerd—it must be a big part of you—bind and gap it and then dump it in the ocean tied to a large rock.,1,1,Rahul ,16/11/2022,,,,
,,"While it unfortunately doesn't make for a flashy title (which the authors like more than British tabloids do), there is a simple alternative interpretation of their results",4,2,Rahul ,16/11/2022,,,,
,,I don't believe in simulations,2,2,Rahul ,16/11/2022,,,,
,,"Did all 5 authors say,'Yes, this is a piece of work I am proud to have my name on?",1,1,Rahul ,16/11/2022,,,,
,,It (paper) has a kind of self-help quality to it,2,2,Rahul ,18/11/2022,,,,
,,The authors should either retract the manuscript or completely revise it after completing the study and by following common scientific standards,3,4,Rahul ,18/11/2022,,,,
,,There is no point in commenting on the statistical overkill in the submission. It simply should not have happened. It should never happen again.,2,2,Rahul ,18/11/2022,,,,
,,"No new insights, no important question addressed, no problem solved.",3,3,Rahul ,18/11/2022,,,,
,,"Maybe the authors should cite a reference intended for non-mathematicians (e.g., Burnham and Anderson 2002) instead of Akaike (1974), which I doubt that they have read and understood.",4,4,Rahul ,18/11/2022,,,,
,,You have put in a lot of effort answering a question that should have never been asked,3,2,Rahul ,18/11/2022,,,,
,,"Sprinkled here and there are some things, also taken from his readings, that are more or less correct. But it is all very confused.",3,3,Rahul ,18/11/2022,,,,
,,"Many of the most serious errors are more or less just copied out from what he has read, so it is hard to know how to deal with such cases.",3,3,Rahul ,18/11/2022,,,,
,,The paper failed to make the reviewers more than semi-excited,2,3,Rahul ,18/11/2022,,,,
,,"leftover' is a noun, like old pizza. 'left over' is the verb you want.",3,2,Rahul ,18/11/2022,,,,
,,Asterisk rather than Asterix,3,3,Rahul ,18/11/2022,,,,
,,"The title of the paper indicates that the study was an RCT, but was it?",2,2,Rahul ,18/11/2022,,,,
,,You need to learn how to think inside the box and stop smoking whatever it is you're smoking',1,1,Rahul ,18/11/2022,,,,
,,Why do you have so many tables? Did you go to Ikea?,2,2,Rahul ,18/11/2022,,,,
,,"In my feeling, no attempt has been made to create a coherent manuscript. The repetitions throughout the text and other deficiencies are so obvious that I suspect that none of the authors had ever read it from the beginning to the end.",3,2,Rahul ,18/11/2022,,,,
,,[The methods section] reads more as if these explanations are put in to guide the authors themselves,3,2,Rahul ,18/11/2022,,,,
,,"Given the dodgy sampling technique, one could and should wonder how useful it is to include a variable with so little explained variance",4,4,Rahul ,18/11/2022,,,,
,,The manuscript in the present form is not a review article but is rather a number of research papers stapled together.,3,2,Rahul ,18/11/2022,,,,
,,(on a computer simulation paper) 'Did you use software?',3,2,Rahul ,18/11/2022,,,,
,,Also more information is needed for the reader to be able the information on the standardized changes that is presented afterwards.,3,3,Rahul ,18/11/2022,,,,
,,"The whole paper reminds me of a paper of a couple of years ago, which I didn't like.",2,2,Rahul ,18/11/2022,,,,
,,"The data as presented is not very convincing, even to a believer.",3,2,Rahul ,18/11/2022,,,,
,,"The research questions are vague, which makes them uninteresting",2,2,Rahul ,18/11/2022,,,,
,,The article could benefit from a good linguistic editing in order for it to be better sound and flowing.,4,4,Rahul ,18/11/2022,,,,
,,"Please respond to the Reviewer 2's comments, who suggested Rejection of the paper'
 
 
 Reviewer Comments to the Author:
 
 
 None.
 
 
 #missionimpossible",4,5,Rahul ,18/11/2022,,,,
,,"I am sure that you would find what you expect, but I question its value as research",2,2,Rahul ,18/11/2022,,,,
,,I don't think this study would add anything to either theory or practice,2,2,Rahul ,18/11/2022,,,,
,,"Let me expand, using an analogy.",2,2,Rahul ,18/11/2022,,,,
,,I would refrain from using enumerations in your paper and instead encourage you to think about the deep masculinism that comes with,2,2,Rahul ,18/11/2022,,,,
,,Hypothesized' is such an ugly word,3,3,Rahul ,18/11/2022,,,,
,,I don't know what the heck the red highlighted text is supposed to mean and left it as is.,3,2,Rahul ,18/11/2022,,,,
,,Something is missing.,2,3,Rahul ,18/11/2022,,,,
,,This is depressing! So much work with so little science,2,1,Rahul ,18/11/2022,,,,
,,You know there is something important there but the language is so inaccessible that you cannot make up your mind if they are trying to hide something or they actually think that is a good style of writing.,3,2,Rahul ,18/11/2022,,,,
,,This is an interesting paper but it is not relevant,2,3,Rahul ,18/11/2022,,,,
,,This is all science done by wishful thinking.,1,1,Rahul ,18/11/2022,,,,
,,"The overall value of this manuscript is not so much that this is novel, groundbreaking research as it is a demonstration of opportunistic sampling and analysis.",2,2,Rahul ,18/11/2022,,,,
,,"Currently, the impression is that this was simply another piece of research/consultation.",2,3,Rahul ,18/11/2022,,,,
,,Some self citations may be easily taken out without harming the paper,3,3,Rahul ,18/11/2022,,,,
,,Do we really need concepts and theories to discuss inequalities among young adults?,3,2,Rahul ,27/11/2022,,,,
,,Based on theoretical considerations I don't see a reason to perform these experiments.,3,2,Rahul ,27/11/2022,,,,
,,"Please also consider making the submission looking less like an advertising booklet rather than a research paper—at least, try not to mention the XXX system in every paragraph.",2,5,Rahul ,27/11/2022,,,,
,,The paper raises the suspicion that the author has not been trained as a historian,1,3,Rahul ,27/11/2022,,,,
,,"There is essentially nothing unexpected, although the central observation of [..] is an unexpectedly large and important effect.",4,4,Rahul ,27/11/2022,,,,
,,"This seems like a fishing expedition, please explain why the parameters tested were use for correlation testing? There should be some rational behind all of this, please describe.
 
 
 Figure 5, unclear what is on the y-axis???? Please specify.",3,3,Rahul ,27/11/2022,,,,
,,What do you mean by [name of scientist]'s conception? Don't you mean ideas? [name of scientist]'s conception took place when his mum and dad made him,1,2,Rahul ,27/11/2022,,,,
,,"I see this article as a short distillation of someone's project notebook. When Michelangelo finished his masterpiece on the ceiling of the Sistine Chapel, did he also try to sell the scaffolding as a separate piece of art?",1,1,Rahul ,27/11/2022,,,,
,,"Findings are presented in an anecdotal, descriptive style that I can't interpret.",2,2,Rahul ,27/11/2022,,,,
,,"Not only does this strike me as the worst kind of postmodern legerdemain, but if true the statement would transform ethics into a hopelessly muddled enterprise.",2,2,Rahul ,27/11/2022,,,,
,,This study has the same problem with focusing on a garbage-can group that is not uniformly sampled and has no evolutionary cohesion.,2,3,Rahul ,27/11/2022,,,,
,,"Having edited many things that have come from Germany, Im in Germany now, Im impressed with the quality of English. Im probably misspelling things in these sentences which may add to the humor. ;-) hard to use this kezboard correctly",3,2,Rahul ,27/11/2022,,,,
,,"There is potentially an interesting essay to be written about [x], but this one isn't it",2,2,Rahul ,27/11/2022,,,,
,,"Reviewer 1:
 
 
 Furthermore, the manuscript is very difficult to read due to English problems: combining results and discussion section making it even more confuseReviewer 2: 'The manuscript is poorly written although it can be follow with lots of typos, and a review by a native English speaker is clearly needed.",3,4,Rahul ,27/11/2022,,,,
,,"The fact that something has not been studies is not, in itself, a reason why it should be studied.",2,3,Rahul ,27/11/2022,,,,
,,Reading this made my brain melt. Very true though.,2,2,Rahul ,27/11/2022,,,,
,,The description of the participants is too cryptic.,2,2,Rahul ,27/11/2022,,,,
,,I have followed the work of this group for the last few years and know that their submitted work is usually well polished. That is not the case for the present paper.,2,4,Rahul ,27/11/2022,,,,
,,I showed this paper to my nurses and they agreed there was nothing new reported here.,2,2,Rahul ,27/11/2022,,,,
,,The figure in the supplementary material is a mystery to me. Where did all this sound energy go? It defies the basic laws of physics.,3,2,Rahul ,27/11/2022,,,,
,,"This is a pretty trivial study, sample size is suspiciously high, and the effect is tiny at 5% percent difference (who cares if it is significant).",4,2,Rahul ,27/11/2022,,,,
,,The authors should refer to the super interesting article on this topic in Wikipedia.,2,3,Rahul ,27/11/2022,,,,
,,It is not hard to develop this method…I could write code for this on a rainy afternoon.,2,2,Rahul ,27/11/2022,,,,
,,"To be frank, it was boring to read once one got past the beginning. This is rather ironic given the paper is about humour.",2,2,Rahul ,27/11/2022,,,,
,,One gets the feeling that the references were included for the sake of having something to refer to.,4,4,Rahul ,27/11/2022,,,,
,,"Generally, some extra clarification might be nice to improve clarity…",3,3,Rahul ,27/11/2022,,,,
,,"Also, the manuscript is very tedious and reads like an unedited thesis chapter.",3,3,Rahul ,27/11/2022,,,,
,,"Though less enthused about manuscript's novelty, this reviewer does admire the hardworking of your group.",2,2,Rahul ,27/11/2022,,,,
,,"Also, the authors criticize the approach of [citation of XXX] shortly before introducing their own approach. Seems somewhat hypocritical to me.",2,3,Rahul ,27/11/2022,,,,
,,"The introduction, general approach and data analyses are somewhat anachronistic–this study would have been really interesting 10-15 years ago, but now it seems quite out of date.",2,4,Rahul ,27/11/2022,,,,
,,"The ideas behind the project seem to be a combination of wishful thinking, poor chemical insight and limited understanding of the techniques involved",4,2,Rahul ,27/11/2022,,,,
,,"This is an outline of a paper, and not a fully-thought, well-organized, thoroughly-discussed paper. Maybe because it's a graduate student conference the author decided not to put any time into writing a quality paper that would be accepted in an academic journal.",2,2,Rahul ,27/11/2022,,,,
,,I found every single reading of every theorist mentioned in this article seriously wanting. I will highlight the three most egregious because this review is already getting quite long.,3,2,Rahul ,27/11/2022,,,,
,,this piece…shows no real understanding of history at all,2,2,Rahul ,27/11/2022,,,,
,,"The final section illustrates the paper's poverty. Instead of a summary of the intellectual issues addressed, we are given a series of bland recommendations, the sort of banality that civil servants write for their masters' speeches. It has no place in a serious academic journal.",2,2,Rahul ,27/11/2022,,,,
,,This is a pointless paper. It offers neither interesting new data nor cogent explanation,4,2,Rahul ,27/11/2022,,,,
,,Data is presented as though it were reliable observation when it could equally well be described as unwarranted slander,2,3,Rahul ,27/11/2022,,,,
,,The introduction seems pointless. It offers some odd views,3,3,Rahul ,27/11/2022,,,,
,,"Your piece is very well written and researched. I think the is interesting, but not particularly useful.",4,2,Rahul ,27/11/2022,,,,
,,I do not believe or trust the data presented or the underlying thesis.,2,2,Rahul ,27/11/2022,,,,
,,"That run-on, one sentence paragraph is perhaps the most egregious example of how the author needs to take more time and slow down structure at the grammatical level. More importantly, the author needs to slow down the process of research, reflection, and logical argumentation.",3,4,Rahul ,27/11/2022,,,,
,,this is where the real problems start,3,3,Rahul ,27/11/2022,,,,
,,This is an area ripe for future research.,3,2,Rahul ,27/11/2022,,,,
,,This was a well-written study that upon my first reading appeared flawless.,3,4,Rahul ,27/11/2022,,,,
,,The stimulus is artificially produced and therefore irrelevant.,4,2,Rahul ,27/11/2022,,,,
,,There are many stylistics phrases to tidy which you can find yourself,3,2,Rahul ,28/11/2022,,,,
,,The concluding 'takes a village' sentence is also a bit unoriginal.,2,3,Rahul ,28/11/2022,,,,
,,"This paper is conceptually unclear, and the causal argument/hypotheses are muddled. In short, it is a mess. I stopped reading after page 7.",2,2,Rahul ,28/11/2022,,,,
,,"There is a lot of terminology flung around here that is insufficiently explained. What exactly is meant, for example, by “false negative” and “false positive” rates? “median, first quartile, and third quartile”?",3,3,Rahul ,28/11/2022,,,,
,,"This interesting effort reminds one of the biblical tale of trying to extract water from a stone in the desert; from this metaphor, you may gather that we conclude that the effort did not yield useful data.",2,3,Rahul ,28/11/2022,,,,
,,default settings'?? huh???,2,2,Rahul ,28/11/2022,,,,
,,Have you no command of the English language?,1,1,Rahul ,28/11/2022,,,,
,,You make the reader feel uneducated,2,2,Rahul ,28/11/2022,,,,
,,"Since this is a model formulation paper, there does not need to be a Results section, but if there were, the paper would be easier to follow. There really is no formulation of a model",3,3,Rahul ,28/11/2022,,,,
,,"Although this study, an original work and repetition of earlier feature of these studies is similar. Writing language is quite a lot of grammatical errors",3,4,Rahul ,28/11/2022,,,,
,,You haven't reflect all relevant studies.,3,2,Rahul ,28/11/2022,,,,
,,"I appreciated how the author seemingly had in mind that a goodly percentage of
 
 
 the readership are not native speakers, so anything too academic
 
 
 or erudite might be lost on them.",2,3,Rahul ,28/11/2022,,,,
,,The main problem is that it does not fit the intuition about what should work.,4,3,Rahul ,28/11/2022,,,,
,,"In the end, even after writing a summary of the argument, I am not sure what is the thesis of the essay (or whether there is one) or how and why its parts are connected if I disregard any private knowledge of the topic",2,3,Rahul ,28/11/2022,,,,
,,"It is not clear how the of data presented in Figures 1, 2, 4, 5, 6, 7, 8, S1, and S2 was quantified and analyzed.",3,4,Rahul ,28/11/2022,,,,
,,This submission looks more like an advertising booklet rather than a research paper.,2,2,Rahul ,28/11/2022,,,,
,,"Unfortunately the manuscript is not well structured and the English is very poor. Usually I would attempt to improve this, but in this case the entire manuscript needs to be reworked – starting with the tittle.",3,4,Rahul ,28/11/2022,,,,
,,"This paper must be rejected, because the work it describes is clearly impossible.",2,3,Rahul ,28/11/2022,,,,
,,I retain in my files an anonymous referee's report on an earlier paper that relies heavily on this item. The report stops just short of urging revocation of my degree,2,2,Rahul ,28/11/2022,,,,
,,"The manuscript is generally interesting, however, too narrow in its scope for us. Also, the paper is badly written, and poorly organized. In its current form, the paper cannot be accepted. The paper is poorly written or poorly thought-out. I think the paper is poorly written and most of its statements are wrongly and poorly motivated.",4,3,Rahul ,28/11/2022,,,,
,,the authors seem to be reinventing the wheel and a flat tire to go along with it.',2,2,Rahul ,28/11/2022,,,,
,,"If published, uneducated and misinformed statements like this would jeopardize the credibility of [name of journal].",3,4,Rahul ,28/11/2022,,,,
,,"Reviewer: 1Comments to the AuthorThis study is weak. not innovation (That is their entire review, on a paper that is an R&R from everyone else)",3,4,Rahul ,28/11/2022,,,,
,,The authors past work (which is related closely to this) has gained some attention in the community: most of this is due to the wrong reasons.,2,4,Rahul ,28/11/2022,,,,
,,"Returning to the introduction, the study rationale is unclear, the exact research question to be addressed poorly delineated and the overall motivation for the study poorly linked to the literature summary and aims of the study.",3,4,Rahul ,28/11/2022,,,,
,,The arguments in the paper are compelling but not convincing.,2,4,Rahul ,28/11/2022,,,,
,,"I thought that the author might be trying to ""have it both ways.â€ To be clear, this was just a passing thought and frankly, I read the manuscript about two weeks ago and don't remember the context, nor did I cross-walk one part of the essay with another to validate the thought.",2,3,Rahul ,28/11/2022,,,,
,,... all I can say is that the author is blissfully unaware of what a standard is - in linguistic terms - and does not have the linguistic competence to describe it.,2,2,Rahul ,28/11/2022,,,,
,,To improve this you need to be more robust on all fronts etc.,3,2,Rahul ,28/11/2022,,,,
,,"...the whole premise just reverted the biosensor field back 20yrs, which has been my biggest single concern regarding this paper.",2,2,Rahul ,28/11/2022,,,,
,,Despite promising a very general result this manuscript unfortunately does not deliver (almost) any of the things listed in the abstract.,3,4,Rahul ,28/11/2022,,,,
,,2. [Paper Strengths]: None,2,3,Rahul ,28/11/2022,,,,
,,"The turn of phrase ""reaching out into the worldâ€; is again just a vague rhetorical equivocation that is meant to add a semblance of an intellectual air to the text, a rhetorical attempt at being in fashion, but it dissolves only in empty intellectualism.",3,3,Rahul ,28/11/2022,,,,
,,Is this a joke?,1,1,Rahul ,28/11/2022,,,,
,,"Indeed, the article as a whole shows a lack of sophistication and nuance that is diagnostic of the particular genre of thought pieces on the need for studying sex differences that it falls within",3,4,Rahul ,28/11/2022,,,,
,,At least I say it to your face and sign my name,1,2,Rahul ,28/11/2022,,,,
,,"While I personally enjoyed this contribution, I cannot escape the sense that this is much ado about very little, to paraphrase Shakespeare.",2,3,Rahul ,28/11/2022,,,,
,,"I read the first 6 pages of the paper. [...] Sorry, I can't finish reading this paper. I certainly will not recommend anyone else.",3,2,Rahul ,28/11/2022,,,,
,,"I also added back in the two lines on p.16 that you'd inexplicably deleted. If there's a reason for their deletion, let me know.",3,2,Rahul ,28/11/2022,,,,
,,This is a very weak paper trying to bend things to build a relationship that does not exist (...) Stating X is totally wrong and your data does not support that and no model can state this.,2,2,Rahul ,28/11/2022,,,,
,,"Strictly speaking, the manuscript shall be rejected in its current form if submitted for a journal.",3,4,Rahul ,28/11/2022,,,,
,,This is a confusing paper...,3,4,Rahul ,28/11/2022,,,,
,,This was the moment when I stopped reading. Obviously the authors are not familiar with the research field.,2,3,Rahul ,28/11/2022,,,,
,,The authors have not bothered to learn the first thing about the theories they are hoping to refute with ill-designed experiments and muddled rationale.,2,4,Rahul ,28/11/2022,,,,
,,"If I never see another piece of writing started with these lines, it will still be too soon.",1,1,Rahul ,28/11/2022,,,,
,,"If this was taken from a successfully defended thesis, as it appears to have been, then he should not have been awarded a PhD",2,2,Rahul ,28/11/2022,,,,
,,"The title appears to me to be clickbait, and, as usual for clickbait, leads to disappointment.",3,2,Rahul ,28/11/2022,,,,
,,"Maybe the clarity of stating the problem, purpose, method, finding, conclusion, and recommendation could be tweaked. Otherwise, congratulations on an outstanding contribution.",3,2,Rahul ,28/11/2022,,,,
,,This literature review is nothing more than a merry dance around the books,3,2,Rahul ,28/11/2022,,,,
,,"The text is overly expansive, desultory, and often diaphanous, so that the raison d'Ãªtre of an overarching theoretical structure is neither pellucid nor convincing.",2,3,Rahul ,28/11/2022,,,,
,,The results look like a smorgasbord of data,2,1,Rahul ,28/11/2022,,,,
,,"Despite the apparently impeccable arrangement of the essay, with headings and sub-headings, the progression of argument is not always transparent, often hindered by otiose wording.",3,4,Rahul ,28/11/2022,,,,
,,"Indeed, by the end of the paper, the reader is left with a feeling of 'so what now?'",3,3,Rahul ,28/11/2022,,,,
,,"If participants were recruited from a university, I imagine they would usually be 18-22 years old. Why does your sample range from 18 to 63? I'm a bit lost here.",2,2,Rahul ,28/11/2022,,,,
,,"The fact that the question of this paper has never been askedÂ should, on balance, count against the paper.",3,3,Rahul ,28/11/2022,,,,
,,This paper does not offer a revolutionary breakthrough.,3,4,Rahul ,28/11/2022,,,,
,,Is this really a discovery or just the confirmation of math?,2,3,Rahul ,28/11/2022,,,,
,,"I'm really sorry about this reviewer. If you'd like, I can get you a new one.",2,2,Rahul ,28/11/2022,,,,
,,"References are incomplete, listing only year and not volume, page numbers, etc. The lack of attention to this detail is a pet peeve.",3,2,Rahul ,28/11/2022,,,,
,,Large parts of the manuscript read now more like a Master thesis than a scientific paper. I hope that the more experienced co-authors - if there are any - can help with this aspect of style.,3,2,Rahul ,28/11/2022,,,,
,,"Do we need to clarify the meaning of, ""allâ€?",2,2,Rahul ,28/11/2022,,,,
,,"While an interesting concept, in its current form, the approach taken is fundamentally inadequate and flawed for almost all use cases.",3,2,Rahul ,28/11/2022,,,,
,,"There is too much detail provided which is not relevant to the paper, or any for that matter.",3,4,Rahul ,28/11/2022,,,,
,,I don't see much science in this manuscript.,2,2,Rahul ,28/11/2022,,,,
,,"I haven't read the word ""audacityâ€ yet in commenting on my reviews, so that is a first.",2,2,Rahul ,28/11/2022,,,,
,,My major concern to accept this work-in-progress paper is that these findings areÂ not super interesting to readers in my opinion.,2,2,Rahul ,28/11/2022,,,,
,,The supportive tone of this review... took some effort.,1,2,Rahul ,28/11/2022,,,,
,,My summary assessment of the paper is as follows: Introduction: Poor Background: Poor Methods: Poor Results: Poor Discussion: Poor Conclusions: Poor Overall assessment: Poor Recommendation: Reject Further Comments: Why was this submitted to a journal?,2,2,Rahul ,28/11/2022,,,,
,,"claiming 'insights' that rarely amount to very much beyond the bleeding obvious. [..] the problem with jargon is that ""any idiot can pick it up and have a go",2,1,Rahul ,28/11/2022,,,,
,,"By the end of the paper, I was left with the impression that the lid had been lifted off a big can of worms, but that the worms had not been picked out for proper dissection. Maybe it is unfair to expect that this could be achieved, due to the excessive number of worms involved in the matter.",1,2,Rahul ,28/11/2022,,,,
,,I apologize for this but frankly some parts read like a report of aÂ high-school student on a scientific experiment.,2,3,Rahul ,28/11/2022,,,,
,,"The entire paper reads a bit like someone who has searched around the social scientific research literature without much authentic understanding of social science, social scientific research methodology, Â or statistical analyses",1,2,Rahul ,29/11/2022,,,,
,,"Which means that, as the saying goes, if their results are correct they cannot be new, and if they are ""newâ€ they cannot possibly be correct.Frankly, it is hard to say which is the case",2,3,Rahul ,29/11/2022,,,,
,,The authors are perpetuating misguided generalizations in the face of substantial experimental data to the contrary,2,3,Rahul ,29/11/2022,,,,
,,"Since the paper is mathematically empty and, compared withÂ the conference version, provides no new ideas or findings, in general, I see no reason why it should be publishedÂ in a journal as well.",2,2,Rahul ,29/11/2022,,,,
,,Recommendation: Publish elsewhere Comments: [none],1,3,Rahul ,29/11/2022,,,,
,,"The paper comes with proofs, but - at a first glance - they seem to be more cute than useful.",2,2,Rahul ,29/11/2022,,,,
,,It seems that the author is simply engaged in proprietary phrase coining - advancing a new term for a well-researched phenomenon,1,3,Rahul ,29/11/2022,,,,
,,"We invited 18 reviewers and after quite a long time, only one reviewer had agreed. That review is now many days overdue and we don't expect it to be returned. Unfortunately at this point we have to assume there is a lack of interest and we don't want to keep your paper in review any longer.",1,2,Rahul ,29/11/2022,,,,
,,"I really don't like to be harsh in my reviews, but...",1,3,Rahul ,29/11/2022,,,,
,,"Are the ""10 random reps"" chosen at random?",4,2,Rahul ,29/11/2022,,,,
,,The Discussion section ofÂ the paper is neither informative nor enlightening and is certainlyÂ theoretically questionably,3,4,Rahul ,29/11/2022,,,,
,,"The word ""assesâ€ should read ""assessâ€",3,3,Rahul ,29/11/2022,,,,
,,"The authors are permitted to believe what they want to, but the data did not support ""important implications.â€",2,3,Rahul ,29/11/2022,,,,
,,"This article describes [XY]Â, a research project investigating methods forÂ educational game design. The paper is poorly written"".[full review]",2,3,Rahul ,29/11/2022,,,,
,,In other words: the referee thinks this work is stuck in the past.Â The referee would rather talk about the future - some of the seniorÂ co-authors were the future once!,1,2,Rahul ,29/11/2022,,,,
,,"This manuscript uses half of the available pages, and fails to explain what has been done, how and why",2,3,Rahul ,29/11/2022,,,,
,,Reviewer #1: 'The project can hardly be described as high risk/high gain' Reviewer #3: 'The project is clearly high risk/high gain,2,3,Rahul ,29/11/2022,,,,
,,N/A. (Full review text),1,2,Rahul ,29/11/2022,,,,
,,"It is at best of little value and, in the worst case, irrelevant and offensive",1,2,Rahul ,29/11/2022,,,,
,,The supportive tone of this review… took some effort.,1,2,Rahul ,29/11/2022,,,,
,,"This is a well-intentioned but naÃ¯ve and unscholarly presentation of a point of view that is not well-supported by evidence - a polemic, not a review",2,2,Rahul ,29/11/2022,,,,
,,"Reading this paper, I am struck by the elegance and clarity of the writing and the ideas. I found myself thinking, ""such a simple and obvious idea â€” why didn't I think of that?",3,5,Rahul ,29/11/2022,,,,
,,"I perused this manuscript while in the hotel prior to a friend's wedding. I was suspicious that a state of relaxation had influenced my enjoyment of a paper on soil formation; so I read it again, this time squashed between two large people on the delayed flight home, and still enjoyed reading it.",3,5,Rahul ,29/11/2022,,,,
,,"Qualitative tracing, correlational variables' - what are they?",3,3,Rahul ,29/11/2022,,,,
,,"The authors are also treating what might be called a ""boutiqueâ€ version within a model that is already considered by many to be a ""boutiqueâ€ model.",4,2,Rahul ,29/11/2022,,,,
,,"I was originally very excited to review this paper, since such a bridge would span uncharted lands - here be dragons! High was my expectation, and so much deeper was my disappointment",2,2,Rahul ,29/11/2022,,,,
,,"This paper is baffling [...]Â In particular, I have not looked at all at section 2 of the paper",2,2,Rahul ,29/11/2022,,,,
,,"In addition, I would suggest either activating the spellchecker on Word, or keeping the cat from walking on your keyboard.Â I think one of your words was previously employed as a Thunder in ""Finnegan's Wake",2,1,Rahul ,29/11/2022,,,,
